gene_id,gene_name,NCBI_Entrez_id,ICGC_0492,ICGC_0491,ICGC_0459,ICGC_0443,ICGC_0498,ICGC_0500,ICGC_0497,ICGC_0501,ICGC_0452,ICGC_0447,ICGC_0441,ICGC_0440,ICGC_0437,ICGC_0438,ICGC_0435,ICGC_0436,ICGC_0434,ICGC_0432,ICGC_0428,ICGC_0425,ICGC_0427
ENSG00000155666,KDM8,79831,166,72,90,95,122,371,89,112,42,284,123,90,222,275,57,273,666,65,124,139,114
ENSG00000155714,PDZD9,255762,0,0,1,0,1,0,0,0,0,0,0,0,0,0,1,0,1,0,0,0,0
ENSG00000155719,OTOA,146183,9,5,32,18,7,20,15,5,10,19,7,13,64,30,6,36,39,9,53,22,13
ENSG00000155729,KCTD18,130535,486,225,478,397,556,1195,495,1017,171,889,1040,1182,1065,1305,698,1224,898,527,757,522,1333
ENSG00000155744,FAM126B,285172,781,377,1204,557,781,1547,725,779,263,1305,1800,1338,1832,2034,873,1726,1484,753,1394,739,2070
ENSG00000155749,ALS2CR12,130540,18,13,22,5,7,14,13,13,16,21,30,27,34,18,16,27,25,16,18,20,19
ENSG00000155754,ALS2CR11,151254,312,39,55,4,17,29,2,35,31,44,8,20,60,8,38,60,99,14,8,32,87
ENSG00000155755,TMEM237,65062,787,207,222,87,700,538,928,893,87,602,647,876,820,1963,1301,1933,349,760,520,355,1835
ENSG00000155760,FZD7,8324,55,337,60,18,43,153,69,374,70,241,3,79,75,216,173,444,85,41,74,49,51
ENSG00000155761,SPAG17,200162,22,25,26,0,1,39,7,125,9,13,38,12,8,5,71,60,180,2,54,30,133
ENSG00000155792,DEPTOR,64798,566,567,481,1233,1126,2196,821,4246,202,1513,4335,437,1199,3015,4431,2950,2537,1526,804,2000,934
ENSG00000155816,FMN2,56776,1417,613,1868,977,1214,3178,1232,748,271,2186,1617,2840,1969,3211,492,1554,2961,753,2489,1306,3089
ENSG00000155827,RNF20,56254,2635,480,2292,800,2340,1841,2784,2189,331,2078,4858,2854,2272,3364,2043,5353,1267,1611,2300,988,3731
ENSG00000155833,CYLC2,1539,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0
ENSG00000155846,PPARGC1B,133522,170,120,119,170,627,173,200,300,119,239,225,45,780,684,131,805,414,160,410,129,378
ENSG00000155849,ELMO1,9844,403,911,2785,3454,814,1774,483,986,441,833,937,739,1246,1157,1628,2755,4616,383,2608,978,2343
ENSG00000155850,SLC26A2,1836,2251,718,1333,1344,2127,1805,4365,4670,393,1522,16925,2998,3353,4062,4270,6883,2574,3375,2350,1501,4751
ENSG00000155858,LSM11,134353,337,125,282,303,440,625,863,1295,138,520,657,780,754,942,1099,1825,357,567,896,404,1197
ENSG00000155868,MED7,9443,787,174,530,405,543,484,663,923,105,550,951,1495,843,1348,628,1045,323,442,631,383,1678
ENSG00000155875,FAM154A,158297,1,1,13,3,1,9,0,2,1,16,5,14,5,3,7,0,28,2,1,7,27
ENSG00000155876,RRAGA,10670,2905,405,2147,680,1081,1103,1648,2385,205,1144,4784,2793,2013,3520,2443,3094,649,2215,2396,642,3372
ENSG00000155886,SLC24A2,25769,35,2,660,2,0,0,4,22,1,1,0,0,40,0,10,13,737,6,4,0,0
ENSG00000155890,TRIM42,287015,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,2
ENSG00000155893,ACPL2,92370,216,103,34,89,375,224,360,618,84,159,123,298,320,261,400,878,180,232,336,130,345
ENSG00000155897,ADCY8,114,6,8,0,4,5,5,27,3955,0,2,0,1,13,10,2030,11,0,1297,30,0,19
ENSG00000155903,RASA2,5922,751,575,557,207,674,1159,470,1037,281,991,802,1038,1695,1046,839,1357,693,421,714,667,1347
ENSG00000155906,RMND1,55005,327,123,452,146,247,522,182,230,76,295,508,871,459,420,200,666,218,201,226,301,714
ENSG00000155918,RAET1L,154064,0,0,0,0,0,0,0,0,0,0,0,1,0,0,1,2,0,3,0,0,0
ENSG00000155926,SLA,6503,183,518,264,6,58,141,104,595,344,187,89,187,342,232,463,1243,394,212,102,90,82
ENSG00000155957,TMBIM4,51643,3097,494,993,917,3979,2039,4143,3080,366,1421,3574,3085,3367,5101,3590,8700,682,2724,2857,1246,5312
ENSG00000155959,VBP1,7411,1329,207,854,459,1722,720,2533,1973,135,782,2259,3043,988,3178,1928,3769,274,1651,1458,512,3216
ENSG00000155961,RAB39B,116442,964,60,489,342,1844,595,2232,1857,123,927,2216,1412,1048,2579,1169,3126,570,1463,1010,488,1289
ENSG00000155962,CLIC2,1193,303,344,231,36,215,314,107,485,83,218,117,403,218,251,486,1072,268,224,149,155,199
ENSG00000155966,AFF2,2334,194,116,32,6,1504,22,123,148,24,84,3,32,488,435,606,262,10,184,61,9,11
ENSG00000155970,MICU3,286097,1251,277,742,517,1096,1085,512,778,160,932,1909,1843,3917,1544,1107,1701,985,443,966,881,2051
ENSG00000155974,GRIP1,23426,61,22,605,42,67,149,584,850,113,82,1805,123,216,85,263,2018,291,312,562,92,307
ENSG00000155975,VPS37A,137492,3307,578,1037,970,5212,2923,1237,1625,299,2453,2252,2278,6011,4094,2321,3194,1680,1169,1812,2095,2342
ENSG00000155980,KIF5A,3798,2616,537,1383,574,2138,1536,1193,1378,152,3770,386,2149,3935,6513,1647,2136,4008,1171,1170,730,1253
ENSG00000155984,TMEM185A,84548,363,167,388,192,573,552,853,1021,127,450,752,456,397,752,769,2171,429,590,679,216,756
ENSG00000156006,NAT2,10,2,1,0,1,0,0,0,0,0,0,0,0,0,1,3,6,0,1,0,2,0
ENSG00000156009,MAGEA8,4107,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0
ENSG00000156011,PSD3,23362,739,708,144,599,2200,1757,1068,1700,261,2182,1685,3563,4414,3737,1523,1783,135,1093,405,909,1488
ENSG00000156017,C9orf41,138199,1050,264,955,236,753,1075,1241,1122,200,723,2936,1714,1122,1397,1255,3142,391,859,1455,708,1721
ENSG00000156026,MCU,90550,865,179,271,262,945,629,997,882,93,515,1254,565,2061,907,406,2266,157,665,713,254,1295
ENSG00000156030,ELMSAN1,91748,1587,1583,1345,1108,1839,2243,1377,3063,526,2553,2182,1899,3503,2661,1474,3761,5295,1745,3262,1543,2241
ENSG00000156042,TTC18,118491,1759,1334,846,407,1101,3978,428,950,454,6604,783,1720,5487,3498,474,1294,2336,815,3038,905,745
ENSG00000156049,GNA14,9630,37,77,44,5,36,46,138,112,53,113,27,28,131,69,254,164,46,187,79,32,23
ENSG00000156050,FAM161B,145483,771,136,354,391,665,511,666,918,83,602,779,516,844,918,476,1277,569,324,552,255,655
ENSG00000156052,GNAQ,2776,6048,1611,5898,1833,3142,5836,7798,5097,781,4772,11354,6228,6448,9803,5026,13661,2879,4673,5097,2974,7499
ENSG00000156076,WIF1,11197,4,0,0,4,0,3,3,0,0,0,1,0,0,0,1,8,0,1,0,0,0
ENSG00000156096,UGT2B4,7363,0,3,5,15,1,33,1975,346,9,15,1,0,37,20,32,870,568,2904,549,154,34
ENSG00000156097,GPR61,83873,39,0,25,0,53,4,0,6,1,3,2,54,34,5,4,2,0,1,7,3,102
ENSG00000156103,MMP16,4325,1164,234,3178,333,1750,1073,1120,844,94,831,1098,1089,5971,1826,1437,1391,2043,1111,1117,379,1554
ENSG00000156110,ADK,132,551,193,740,314,429,911,739,513,137,741,2184,1638,856,1590,421,1295,306,408,672,396,1681
ENSG00000156113,KCNMA1,3778,3744,1273,3968,2171,4969,4050,3845,2774,297,8910,2102,3901,6236,7397,2409,3701,538,2172,4667,2092,4140
ENSG00000156127,BATF,10538,24,22,7,1,12,1,10,539,7,4,5,8,42,22,57,33,22,30,3,4,7
ENSG00000156136,DCK,1633,2737,336,1955,359,3136,1358,2181,2377,219,1780,563,2123,2791,2819,1381,4964,482,1464,2115,633,1913
ENSG00000156140,ADAMTS3,9508,19,181,12,6,15,38,5,98,33,36,0,38,35,37,72,167,33,48,46,12,14
ENSG00000156150,ALX3,257,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0,0,0
ENSG00000156162,DPY19L4,286148,1992,532,1315,1176,2514,2090,1865,2774,361,1824,4246,3980,3985,3415,2515,4626,1276,1400,1831,1399,5249
ENSG00000156170,NDUFAF6,100506538;137682,460,81,226,221,357,486,232,177,96,511,590,700,1745,655,301,376,516,205,297,407,710
ENSG00000156171,DRAM2,128338,899,224,510,321,768,1045,655,1059,157,947,1391,1535,578,1931,1071,1844,334,523,468,766,2167
ENSG00000156172,C8orf37,157657,551,80,150,360,471,332,326,294,99,411,455,782,1699,645,270,521,502,283,404,312,585
ENSG00000156194,PPEF2,5470,15,17,33,5,5,41,4,3,27,68,2,5,185,13,8,14,93,15,142,49,17
ENSG00000156206,C15orf26,161502,84,14,2,0,3,5,48,20,6,6,8,16,10,41,68,55,1,10,90,4,129
ENSG00000156218,ADAMTSL3,57188,2839,3863,1743,730,2185,5583,1345,2120,1567,6670,1197,1075,17511,1959,938,6119,9920,1270,6095,3965,2659
ENSG00000156219,ART3,419,15,15,5,1,5,88,2,11,20,41,2,6,85,7,3,12,32,14,90,19,9
ENSG00000156222,SLC28A1,9154,3,0,5,0,6,1,6,157,2,2,0,0,3,2,38,2,7,12,4,4,14
ENSG00000156232,WHAMM,123720,319,211,319,186,567,550,313,350,176,672,321,530,866,862,449,665,436,282,1067,285,921
ENSG00000156234,CXCL13,10563,0,4,1,108,0,11,1,65,62,2,0,8,0,2,57,8,69,7,0,8,0
ENSG00000156239,N6AMT1,29104,734,241,651,396,606,824,568,1000,157,719,683,1510,1552,750,358,1438,342,635,573,506,2055
ENSG00000156253,RWDD2B,10069,412,94,574,502,483,514,277,539,62,340,1017,998,454,424,185,1169,183,166,295,185,742
ENSG00000156256,USP16,10600,3228,671,2601,1703,3266,2313,2367,3990,585,2476,4828,5150,3932,3892,1651,6400,716,1610,2154,1492,5221
ENSG00000156261,CCT8,10694,3909,554,3495,2504,3520,2428,2791,5379,364,2128,9550,7730,3341,5044,2259,9003,763,2060,1640,1291,6413
ENSG00000156265,MAP3K7CL,56911,222,336,392,142,416,367,288,250,94,62,206,421,1310,25,257,308,355,155,472,167,468
ENSG00000156269,NAA11,84779,0,0,0,3,0,0,32,6,0,0,0,0,0,0,0,3,13,0,0,15,0
ENSG00000156273,BACH1,100379661;571,2007,1013,1172,501,1365,2095,1087,4433,542,1782,1528,2438,1735,2125,2048,5203,1029,1288,1114,1213,1737
ENSG00000156282,CLDN17,26285,2,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,7,0,0,0,0
ENSG00000156284,CLDN8,9073,38,0,0,0,0,0,1,0,1,2,0,0,0,0,0,29,69,0,0,1,0
ENSG00000156298,TSPAN7,7102,4059,507,1937,745,5071,4046,2444,2713,311,3680,246,5296,2573,9237,2027,8609,2169,2048,1756,2046,4361
ENSG00000156299,TIAM1,7074,2622,1270,6986,1413,1495,2858,1006,1373,508,4103,327,2991,1790,2338,450,4868,1735,2540,1353,2168,893
ENSG00000156304,SCAF4,57466,1130,677,802,554,1650,1932,515,1164,289,2188,1215,742,2670,1773,568,2105,1089,728,1182,872,895
ENSG00000156313,RPGR,6103,634,298,207,147,442,407,720,834,184,514,433,668,914,784,959,1190,428,506,1038,228,380
ENSG00000156345,CDK20,23552,743,150,374,92,335,450,615,321,66,591,1035,497,542,763,520,838,428,323,736,251,500
ENSG00000156374,PCGF6,84108,183,64,122,50,120,214,88,193,44,191,302,235,266,249,186,293,103,86,185,78,313
ENSG00000156381,ANKRD9,122416,51,66,38,23,112,60,115,198,20,69,49,48,83,116,75,303,44,132,422,43,199
ENSG00000156384,SFR1,119392,124,57,162,76,81,185,107,241,58,153,185,365,200,288,148,219,132,72,174,100,210
ENSG00000156395,SORCS3,22986,13,2,0,1,5,1,4,2091,12,35,329,0,2,33,2045,2,0,79,5,2,1
ENSG00000156398,SFXN2,118980,68,107,150,79,92,208,89,71,116,279,345,54,302,105,41,204,144,37,239,107,205
ENSG00000156411,C14orf2,9556,1079,164,936,1065,1299,721,2086,1189,174,841,3446,2016,1743,2640,952,2306,464,1156,1388,598,4193
ENSG00000156413,FUT6,2528,16,16,12,2,6,46,2,4,20,36,2,15,75,6,12,17,56,3,90,27,9
ENSG00000156414,TDRD9,122402,552,53,231,171,72,273,265,151,45,227,17,890,19,389,1391,92,176,223,4180,28,168
ENSG00000156427,FGF18,8817,30,36,61,6,10,7,4,30,4,14,6,8,26,27,19,24,4,53,6,6,11
ENSG00000156453,PCDH1,5097,1719,969,1511,780,1413,1889,1086,2718,339,1747,2122,1513,3198,3248,934,4070,2240,1759,988,995,835
ENSG00000156463,SH3RF2,153769,30,38,299,9,25,1669,4,9,117,181,10,37,187,18,9,67,83,24,175,663,3
ENSG00000156466,GDF6,392255,15,67,4,2,6,27,33,61,8,55,9,25,8,35,52,99,17,14,23,8,4
ENSG00000156467,UQCRB,7381,4360,612,3738,4325,4987,3565,4722,3397,536,3287,12849,11357,7544,10448,6360,6084,1146,3256,2672,2568,14081
ENSG00000156469,MTERFD1,51001,299,111,233,130,305,241,209,291,46,255,418,843,825,592,402,411,217,212,174,168,555
ENSG00000156471,PTDSS1,9791,813,380,967,681,1386,1188,983,1203,220,932,1585,2746,1446,1566,1289,2269,894,668,490,545,1352
ENSG00000156475,PPP2R2B,5521,460,97,503,869,3152,914,797,1290,68,1031,454,307,1703,2036,507,1496,452,1021,555,368,1890
ENSG00000156482,RPL30,6156,6458,1723,5191,5861,4579,8825,5673,5314,1527,6497,19859,13090,10479,12590,8841,11284,5987,4435,4168,6440,15878
ENSG00000156486,KCNS2,3788,22,62,8,9,6,11,0,15,15,46,0,13,23,128,6,15,87,14,16,7,0
ENSG00000156500,FAM122C,159091,237,426,225,112,298,692,276,328,228,668,346,234,1031,332,276,527,1242,240,1117,307,303
ENSG00000156502,SUPV3L1,6832,537,269,655,222,434,724,518,579,171,744,1544,830,895,1184,467,1083,439,460,797,302,1243
ENSG00000156504,FAM122B,159090,590,307,1399,386,1591,1227,1196,1345,261,1018,1025,1218,1215,1423,1492,3273,1109,2045,1506,682,917
ENSG00000156508,EEF1A1,1915,154911,44207,195364,127666,79090,285913,211638,194665,45698,124574,358759,406271,107041,196665,170698,296601,73361,138968,102667,145055,526831
ENSG00000156509,FBXO43,286151,29,57,38,26,39,108,13,36,52,121,56,33,278,45,36,39,108,31,177,84,50
ENSG00000156510,HKDC1,80201,7,1,2,0,22,70,1,12,15,42,30,24,3,8,6,57,3,3,39,9,0
ENSG00000156515,HK1,3098,350,542,263,154,222,307,1061,3846,211,474,881,351,585,1538,2601,4034,335,1246,712,655,1672
ENSG00000156521,TYSND1,219743,265,138,197,182,395,718,339,749,103,777,765,517,684,932,240,870,704,301,684,166,571
ENSG00000156531,PHF6,84295,1163,351,934,373,1511,1216,1618,1953,258,1243,2223,2701,1428,2787,1340,3373,1047,992,1427,717,1547
ENSG00000156535,CD109,135228,236,417,228,85,2484,3640,616,12348,319,877,247,301,384,4871,2493,8190,200,1436,3262,912,4049
ENSG00000156564,LRFN2,57497,21,0,418,2,1,6,3,13,1,8,35,441,77,2,0,15,8,0,4,0,4
ENSG00000156574,NODAL,4838,0,0,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000156587,UBE2L6,9246,447,218,405,103,524,246,741,871,90,311,479,895,425,807,361,1655,395,475,198,154,257
ENSG00000156599,ZDHHC5,25921,1438,745,1152,836,1595,1443,1765,2364,300,1619,2129,2009,2025,1857,1284,4418,1200,1615,1788,814,1741
ENSG00000156603,MED19,219541,311,76,129,104,196,127,272,310,24,131,197,402,262,278,227,533,161,180,223,83,172
ENSG00000156639,ZFAND3,60685,927,553,1995,897,1401,2538,1152,1283,296,1138,2390,1953,1779,1453,1844,2326,1015,1255,1307,1000,2900
ENSG00000156642,NPTN,27020,5128,1260,3434,2385,9787,5111,4393,5732,548,4134,6244,7769,5165,10638,5028,8819,1523,3641,5717,2626,13149
ENSG00000156650,KAT6B,23522,2318,1398,4567,1189,2736,5290,3111,2747,505,5619,7085,4226,3395,4498,1533,5453,2636,1741,2635,1991,8895
ENSG00000156671,SAMD8,142891,2395,817,2315,1183,2368,2680,2401,3052,341,2911,3776,3887,3996,5153,2217,5456,947,1693,2085,1043,5572
ENSG00000156675,RAB11FIP1,80223,7351,1303,1339,2372,12836,7812,1600,2287,656,8698,7417,5725,11708,10563,4134,9518,5916,2110,3406,4906,1917
ENSG00000156687,UNC5D,137970,98,7,859,48,9,5,1982,19,2,22,4,2587,3891,61,85,1,172,20,18,88,18
ENSG00000156689,GLYATL2,219970,2,1,0,1,0,0,7,72,0,3,0,9,10,9,16,15,2,29,6,3,16
ENSG00000156697,UTP14A,10813,327,164,248,184,332,362,481,396,93,453,906,680,516,740,333,946,422,248,471,312,604
ENSG00000156709,AIFM1,9131,469,176,335,269,924,728,950,529,147,690,1406,817,705,1455,342,1961,509,632,945,372,1336
ENSG00000156711,MAPK13,5603,735,210,691,667,708,2539,700,823,147,1031,383,1310,716,791,761,1716,793,545,810,1047,958
ENSG00000156735,BAG4,9530,1207,408,622,554,1285,905,1136,1101,193,749,1865,1387,3141,2380,1567,2493,570,713,858,505,1449
ENSG00000156738,MS4A1,931,3,15,0,0,3,21,9,18,381,5,0,9,5,4,14,21,227,2,10,3,2
ENSG00000156750,AQP7P3,NA,17,42,6,3,31,92,9,11,13,78,7,40,143,45,19,83,56,6,49,62,18
ENSG00000156755,IGKV1OR-2,NA,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,0
ENSG00000156787,TBC1D31,93594,269,107,150,189,352,455,324,467,96,258,964,352,1018,573,445,713,443,225,386,206,545
ENSG00000156795,WDYHV1,55093,346,140,222,217,275,389,222,218,52,572,452,927,788,705,308,375,192,178,162,248,580
ENSG00000156802,ATAD2,29028,2389,925,980,512,1419,2367,671,1612,304,2245,1407,891,5624,3486,1263,2069,1232,831,622,940,1634
ENSG00000156804,FBXO32,114907,709,825,536,87,1261,2278,99,5222,314,1403,69,696,2945,3306,7996,4280,1566,1509,1078,671,2463
ENSG00000156831,NSMCE2,286053,468,139,266,277,359,420,276,315,66,332,1105,805,1065,689,372,542,296,180,260,366,873
ENSG00000156853,ZNF689,115509,298,143,416,434,255,582,302,394,61,475,934,577,324,864,221,726,461,224,291,258,1025
ENSG00000156858,PRR14,78994,200,333,302,216,189,712,131,180,88,833,380,239,575,575,177,370,789,182,449,271,229
ENSG00000156860,FBRS,64319,920,934,1627,808,773,2385,551,840,240,2244,1470,857,1499,1394,518,1215,2731,649,1461,1060,968
ENSG00000156869,FRRS1,391059,23,91,50,9,27,164,18,115,49,80,2,149,174,62,60,288,113,38,95,65,68
ENSG00000156873,PHKG2,5261,294,231,369,262,362,466,342,275,74,561,634,482,799,522,162,538,531,187,653,206,656
ENSG00000156875,HIAT1,64645,1739,534,1052,716,1350,1509,2096,2299,183,1502,2724,3015,1897,3640,3316,3319,573,1246,1362,1050,5515
ENSG00000156876,SASS6,163786,310,90,160,65,171,354,215,202,39,318,252,323,649,572,311,464,216,116,217,198,259
ENSG00000156885,COX6A2,1339,0,1,2,0,0,4,0,0,0,3,0,10,0,0,8,7,0,0,0,0,20
ENSG00000156886,ITGAD,3681,4,4,4,1,0,1,11,1,6,0,12,1,18,3,1,30,6,0,4,0,9
ENSG00000156920,GPR112,139378,9,4,98,0,20,90,0,0,2,0,0,2,0,3,2,6,2,0,0,0,1
ENSG00000156925,ZIC3,7547,0,0,0,0,0,0,0,0,0,0,0,0,1,0,0,3,0,2,7,0,0
ENSG00000156928,MALSU1,115416,269,80,367,209,375,234,581,301,56,292,1284,1103,412,705,330,859,229,314,434,157,1237
ENSG00000156931,VPS8,23355,1747,973,2353,664,2428,2622,1240,1695,848,3688,1420,2378,4667,4979,1124,7472,1439,1439,2173,1283,1351
ENSG00000156958,GALK2,2585,698,316,577,389,981,1078,776,926,248,1187,1304,1291,1025,1553,998,1557,633,667,1879,809,1982
ENSG00000156959,LHFPL4,375323,290,56,155,165,320,432,235,217,18,371,414,263,424,307,156,339,294,157,253,178,450
ENSG00000156966,B3GNT7,93010,52,44,30,208,83,225,195,568,96,396,121,58,57,49,53,210,56,110,52,66,67
ENSG00000156968,MPV17L,255027,225,51,338,146,82,480,341,204,133,566,1054,24,418,729,71,348,130,135,243,89,268
ENSG00000156970,BUB1B,701,81,28,19,20,179,78,133,255,41,52,72,38,243,132,261,380,46,147,222,16,359
ENSG00000156973,PDE6D,5147,252,121,155,166,350,345,515,330,43,333,960,562,485,781,386,780,235,243,326,263,770
ENSG00000156976,EIF4A2,100302143;677847;619568;619567;6043;1974,35843,3279,27141,13752,20370,17749,20140,18086,1937,16398,56589,67608,21083,46837,13971,38836,5561,8734,12353,10339,25630
ENSG00000156983,BRPF1,7862,687,407,499,190,648,802,425,567,111,808,878,479,809,1166,339,1073,651,366,512,417,781
ENSG00000156990,RPUSD3,285367,334,192,217,166,437,518,339,294,84,548,709,449,646,534,238,542,404,157,410,311,687
ENSG00000157005,SST,6750,98,529,267,68,84,826,522,7029,922,444,12,705,4,15,19432,34,8,38042,33,101,43
ENSG00000157014,TATDN2,9797,1435,602,992,448,2384,2100,1025,1280,294,2259,1259,1234,2201,2013,1200,2291,1494,1349,1407,1131,1484
ENSG00000157017,GHRL,51738,5,13,3,3,25,122,2,587,6,46,4,19,25,16,10,6493,29,6,7,52,11
ENSG00000157020,SEC13,6396,1668,501,1607,1132,1889,2795,2140,2051,321,1765,7186,1940,1869,3426,1543,3043,780,1293,1735,1138,5501
ENSG00000157021,FAM92A1P1,NA,0,0,1,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0,0
ENSG00000157036,EXOG,9941,521,192,467,192,490,747,280,337,103,1075,530,468,1138,929,285,668,379,311,571,362,584
ENSG00000157045,NTAN1,123803,226,185,150,114,184,338,174,369,63,252,296,485,274,302,428,684,195,191,223,181,463
ENSG00000157060,SHCBP1L,81626,2,5,1,0,1,1,0,1,3,2,0,0,12,2,0,1,7,1,10,4,4
ENSG00000157064,NMNAT2,23057,1773,369,2058,1771,4393,5220,1949,1228,165,3167,3880,2860,3009,4289,808,1801,1688,947,2266,2295,1662
ENSG00000157077,ZFYVE9,9372,1717,619,1356,839,2840,2560,1793,2118,330,1721,2867,3183,2250,3682,2828,3450,1086,1447,1855,1485,3307
ENSG00000157087,ATP2B2,491,1490,20,812,16,3929,14,1478,2802,68,3341,243,43,5355,8209,3416,3405,184,522,1551,28,1682
ENSG00000157093,LYZL4,131375,0,0,0,5,0,3,0,0,0,0,15,0,0,0,1,0,0,0,0,1,34
ENSG00000157103,SLC6A1,6529,16,116,59,5,5,46,43,147,9,20,5,18,69,38,48,98,14,45,88,9,22
ENSG00000157106,SMG1,101060589;101060386;552900;23049,4834,4755,8880,3547,4382,12961,3225,7434,2484,12319,4173,4556,13854,7724,5073,12187,11456,4423,8171,5998,4637
ENSG00000157107,FCHO2,115548,1467,1078,926,561,1186,1442,1117,2710,391,1073,1287,1812,2036,2255,2743,5003,915,1392,1549,1028,1914
ENSG00000157110,RBPMS,11030,168,620,200,95,206,608,150,306,220,304,437,265,485,297,444,671,285,184,362,248,378
ENSG00000157111,TMEM171,134285,3,0,4,0,43,2,0,2,1,13,3,15,0,7,2,4,1,5,0,1,0
ENSG00000157131,C8A,731,0,0,0,2,6,0,35,1,1,0,12,1,0,0,1,32,0,3,7,0,294
ENSG00000157150,TIMP4,7079,11,10,10,1,0,4,0,96,4,8,6,64,3,3,57,155,42,1,2,2,6
ENSG00000157152,SYN2,NA,368,12,1,0,6,104,87,162,0,110,97,11,250,302,44,82,0,98,0,59,30
ENSG00000157168,NRG1,3084,6,41,15,1,4,9,32,42,17,10,24,159,77,16,157,197,326,92,4,63,85
ENSG00000157181,C1orf27,54953,1328,466,949,872,1085,2013,2310,1369,317,1852,4139,2399,1754,2659,1124,2491,629,1147,2541,1053,4892
ENSG00000157184,CPT2,1376,563,168,446,418,1112,1149,590,932,151,886,1678,1149,842,2161,908,1239,484,569,580,613,1664
ENSG00000157191,NECAP2,55707,479,321,502,214,657,883,325,846,177,733,772,1022,653,879,732,1259,592,401,490,399,752
ENSG00000157193,LRP8,7804,89,36,175,78,226,149,371,356,25,145,295,47,188,607,166,314,104,136,156,50,225
ENSG00000157211,CDCP2,200008,0,0,1,1,0,1,0,2,2,5,0,0,0,0,2,2,4,1,3,2,0
ENSG00000157212,PAXIP1,22976,260,224,301,216,393,571,317,372,183,650,689,657,1070,406,393,853,725,385,967,376,530
ENSG00000157214,STEAP2,261729,1594,655,872,819,3165,2005,2506,704,433,2023,3840,4943,2335,3239,1255,3281,2094,1282,1572,1331,2960
ENSG00000157216,SSBP3,23648,779,292,968,521,1688,1533,1047,803,148,1629,1521,606,1097,1859,1515,1636,810,778,1422,970,2069
ENSG00000157219,HTR5A,3361,0,0,0,0,0,0,4,3717,0,0,0,1,0,0,1135,2,0,1681,1,1,0
ENSG00000157224,CLDN12,9069,1848,278,1655,1369,4320,2356,4208,2485,280,2165,6306,6385,3207,4743,3945,8019,1156,2976,3072,1338,10606
ENSG00000157227,MMP14,4323,434,929,495,108,333,605,492,3933,358,433,163,415,660,641,1772,4603,411,903,821,278,160
ENSG00000157240,FZD1,8321,281,683,129,263,313,778,412,1283,165,646,726,373,364,664,587,2710,466,427,739,242,498
ENSG00000157259,GATAD1,57798,999,747,1324,967,1890,2675,2694,1490,743,2537,5684,2331,3775,2387,1858,4345,2629,2045,4216,1550,2900
ENSG00000157303,SUSD3,203328,9,11,1,0,8,11,11,14,14,6,1,12,2,6,2,229,27,1,1,9,9
ENSG00000157306,RP11-66N24.4,79178,100,106,95,78,65,178,82,141,53,258,227,177,239,161,100,107,350,46,274,116,129
ENSG00000157315,TMED6,146456,10,5,9,1047,33,431,2153,272,151,1101,3221,1604,229,104,457,1480,374,301,904,437,2633
ENSG00000157322,CLEC18A,348174;283971,18,15,143,49,6,92,14,16,65,78,77,22,139,39,25,35,269,47,137,78,4
ENSG00000157326,DHRS4,10901,213,106,173,255,400,700,363,529,55,529,678,393,473,908,212,784,394,278,290,212,748
ENSG00000157330,C1orf158,93190,202,67,109,7,104,276,14,24,67,165,12,298,257,195,91,59,67,64,367,68,11
ENSG00000157335,CLEC18C,497190;283971,6,0,34,4,4,35,11,3,3,5,55,7,48,10,0,6,31,3,12,39,8
ENSG00000157343,ARMC12,221481,2,12,9,0,0,15,5,6,4,4,14,14,0,6,3,2,30,2,4,3,7
ENSG00000157349,DDX19B,11269,580,280,1093,498,679,1051,481,735,133,1111,1382,1029,1036,1160,603,1345,935,446,603,597,1236
ENSG00000157350,ST3GAL2,6483,342,357,787,378,359,710,266,601,137,637,520,478,667,346,383,886,715,272,453,464,757
ENSG00000157353,FUK,197258,376,425,436,258,596,1176,226,430,176,1452,1056,549,834,810,226,531,1090,296,798,549,683
ENSG00000157368,IL34,146433,43,118,52,14,35,94,4,70,33,79,5,30,92,71,16,146,124,10,66,17,22
ENSG00000157379,DHRS1,115817,220,179,316,303,602,609,235,482,89,560,537,347,632,913,182,606,473,278,484,184,475
ENSG00000157388,CACNA1D,776,6321,3103,8278,2994,5325,6458,1037,1422,536,6395,4250,5656,20282,4235,1289,2578,4983,1990,4264,3127,2984
ENSG00000157399,ARSE,415,12,17,3,8,63,1126,2321,960,669,484,299,134,94,25,227,3644,663,981,2252,362,3227
ENSG00000157404,KIT,3815,227,926,451,45,112,236,417,3800,85,194,3009,102,607,1065,467,1051,87,557,64,228,43
ENSG00000157423,HYDIN,101930373;100288805;54768,2698,1391,1997,465,382,2484,1195,2048,518,1068,2188,2198,1705,493,2148,947,6451,1053,2507,1480,1744
